id,authors,title,categories,abstract,category_list,mean_similarity,std_similarity
2209.10328,"Felix Stutz (MPI-SWS), Damien Zufferey (MPI-SWS)","comparing channel restrictions of communicating state machines
  highlevel message sequence charts and multiparty session types",cs.FL,"  communicating state machines provide a formal foundation for distributed
computation unfortunately they are turingcomplete and thus challenging to
analyse in this paper we classify restrictions on channels which have been
proposed to work around the undecidability of verification questions we
compare halfduplex communication existential bboundedness and
ksynchronisability these restrictions do not prevent the communication
channels from growing arbitrarily large but still restrict the power of the
model each restriction gives rise to a set of languages so for every pair of
restrictions we check whether one subsumes the other or if they are
incomparable we investigate their relationship in two different contexts
first the one of communicating state machines and second the one of
communication protocol specifications using highlevel message sequence charts
surprisingly these two contexts yield different conclusions in addition we
integrate multiparty session types another approach to specify communication
protocols into our classification we show that multiparty session type
languages are halfduplex existentially 1bounded and 1synchronisable to
show this result we provide the first formal embedding of multiparty session
types into highlevel message sequence charts
",cs.FL,0.009497437263729954,0.01811088173657023
1102.3503,"Fumiya Okubo, Takashi Yokomori",on the hairpin incompletion,cs.FL,"  hairpin completion and its variant called bounded hairpin completion are
operations on formal languages inspired by a hairpin formation in molecular
biology another variant called hairpin lengthening has been recently
introduced and studied on the closure properties and algorithmic problems
concerning several families of languages in this paper we introduce a new
operation of this kind called hairpin incompletion which is not only an
extension of bounded hairpin completion but also a restricted bounded
variant of hairpin lengthening further the hairpin incompletion operation
provides a formal language theoretic framework that models a biomolecular
technique nowadays known as whiplash pcr we study the closure properties of
language families under both the operation and its iterated version we show
that a family of languages closed under intersection with regular sets
concatenation with regular sets and finite union is closed under onesided
iterated hairpin incompletion and that a family of languages containing all
linear languages and closed under circular permutation left derivative and
substitution is also closed under iterated hairpin incompletion
",cs.FL,0.006286510443432327,0.017095485828911693
2110.09007,"Zhiliang Li, Mingyu Cai, Shaoping Xiao, Zhen Kan","online motion planning with soft metric interval temporal logic in
  unknown dynamic environment",cs.RO cs.FL math.OC,"  motion planning of an autonomous system with highlevel specifications has
wide applications however research of formal languages involving timed
temporal logic is still under investigation furthermore many existing results
rely on a key assumption that userspecified tasks are feasible in the given
environment challenges arise when the operating environment is dynamic and
unknown since the environment can be found prohibitive leading to potentially
conflicting tasks where prespecified timed missions cannot be fully satisfied
such issues become even more challenging when considering timebound
requirements to address these challenges this work proposes a control
framework that considers hard constraints to enforce safety requirements and
soft constraints to enable task relaxation the metric interval temporal logic
mitl specifications are employed to deal with timebound constraints by
constructing a relaxed timed product automaton an online motion planning
strategy is synthesized with a receding horizon controller to generate
policies achieving multiple objectives in decreasing order of priority 1
formally guarantee the satisfaction of hard safety constraints 2 mostly
fulfill soft timed tasks and 3 collect timevarying rewards as much as
possible another novelty of the relaxed structure is to consider violations of
both time and tasks for infeasible cases simulation results are provided to
validate the proposed approach
",cs.FL,0.011484800336399136,0.01919319482881175
801.2405,"Steve Haroz, Kwan-Liu Ma, Katrin Heitmann",multiple uncertainties in timevariant cosmological particle data,astro-ph cs.GR cs.HC,"  though the mediums for visualization are limited the potential dimensions of
a dataset are not in many areas of scientific study understanding the
correlations between those dimensions and their uncertainties is pivotal to
mining useful information from a dataset obtaining this insight can
necessitate visualizing the many relationships among temporal spatial and
other dimensionalities of data and its uncertainties we utilize multiple views
for interactive dataset exploration and selection of important features and we
apply those techniques to the unique challenges of cosmological particle
datasets we show how interactivity and incorporation of multiple visualization
techniques help overcome the problem of limited visualization dimensions and
allow many types of uncertainty to be seen in correlation with other variables
",cs.GR,0.011313740285203103,0.020426528608674426
1409.7256,"Yihui Xie, Heike Hofmann, Xiaoyue Cheng",reactive programming for interactive graphics,cs.GR cs.HC,"  one of the big challenges of developing interactive statistical applications
is the management of the data pipeline which controls transformations from
data to plot the users interactions needs to be propagated through these
modules and reflected in the output representation at a fast pace each
individual module may be easy to develop and manage but the dependency
structure can be quite challenging the mvc modelviewcontroller pattern is
an attempt to solve the problem by separating the users interaction from the
representation of the data in this paper we discuss the paradigm of reactive
programming in the framework of the mvc architecture and show its applicability
to interactive graphics under this paradigm developers benefit from the
separation of user interaction from the graphical representation which makes
it easier for users and developers to extend interactive applications we show
the central role of reactive data objects in an interactive graphics system
implemented as the r package cranvas which is freely available on github and
the main developers include the authors of this paper
",cs.GR,0.011421835525265822,0.019861428162510512
1408.1118,"Scott A. Mitchell, Mohamed S. Ebeida, Muhammad A. Awad, Chonhyon Park,
  Anjul Patney, Ahmad A. Rushdi, Laura P. Swiler, Dinesh Manocha, Li-Yi Wei",spokedarts for highdimensional bluenoise sampling,cs.GR,"  blue noise sampling has proved useful for many graphics applications but
remains underexplored in highdimensional spaces due to the difficulty of
generating distributions and proving properties about them we present a blue
noise sampling method with good quality and performance across different
dimensions the method spokedart sampling shoots rays from prior samples and
selects samples from these rays it combines the advantages of two major
highdimensional sampling methods the locality of advancing front with the
dimensionalityreduction of hyperplanes specifically line sampling we prove
that the output sampling is saturated with high probability with bounds on
distances between pairs of samples and between any domain point and its nearest
sample we demonstrate spokedart applications for approximate delaunay graph
construction global optimization and robotic motion planning both the
bluenoise quality of the output distribution and the adaptability of the
intermediate processes of our method are useful in these applications
",cs.GR,0.01333765359684375,0.022021759625179566
2411.12743,Javier Bernal and Jim Lawrence,"elastic shape registration of surfaces in 3d space with gradient descent
  and dynamic programming",cs.GR,"  algorithms based on gradient descent for computing the elastic shape
registration of two simple surfaces in 3dimensional space and therefore the
elastic shape distance between them have been proposed by kurtek jermyn et
al and more recently by riseth their algorithms are designed to minimize a
distance function between the surfaces by rotating and reparametrizing one of
the surfaces the minimization for reparametrizing based on a gradient descent
approach that may terminate at a local solution on the other hand bernal and
lawrence have proposed a similar algorithm the minimization for
reparametrizing based on dynamic programming thus producing a partial not
necessarily optimal elastic shape registration of the surfaces accordingly
bernal and lawrence have proposed to use the rotation and reparametrization
computed with their algorithm as the initial solution to any algorithm based on
a gradient descent approach for reparametrizing here we present results from
doing exactly that we also describe and justify the gradient descent approach
that is used for reparametrizing one of the surfaces
",cs.GR,0.011249592176753358,0.02037819993168513
2009.00408,"Dieter Morgenroth, Stefan Reinhardt, Daniel Weiskopf, Bernhard
  Eberhardt",efficient 2d simulation on moving 3d surfaces,cs.GR,"  we present a method to simulate fluid flow on evolving surfaces eg an oil
film on a water surface given an animated surface eg extracted from a
particlebased fluid simulation in threedimensional space we add a second
simulation on this base animation in general we solve a partial differential
equation pde on a level set surface obtained from the animated input surface
the properties of the input surface are transferred to a sparse volume data
structure that is then used for the simulation we introduce oneway coupling
strategies from input properties to our simulation and we add conservation of
mass and momentum to existing methods that solve a pde in a narrowband using
the closest point method in this way we efficiently compute highresolution
2d simulations on coarse input surfaces our approach helps visual effects
creators easily integrate a workflow to simulate material flow on evolving
surfaces into their existing production pipeline
",cs.GR,0.016667287342983932,0.022472991006106474
1705.03493,"Andrew Knyazev, Alexander Malyshev",signal reconstruction via operator guiding,cs.CV cs.GR cs.IT cs.NA math.IT math.NA,"  signal reconstruction from a sample using an orthogonal projector onto a
guiding subspace is theoretically well justified but may be difficult to
practically implement we propose more general guiding operators which
increase signal components in the guiding subspace relative to those in a
complementary subspace eg iterative lowpass edgepreserving filters for
superresolution of images two examples of superresolution illustrate our
technology a noflash rgb photo guided using a high resolution flash rgb
photo and a depth image guided using a high resolution rgb photo
",cs.GR,0.006957425698488703,0.018714426348878432
2210.07169,Dean P. Foster and Sergiu Hart,forecast hedging and calibration,econ.TH cs.GT cs.LG math.ST stat.ML stat.TH,"  calibration means that forecasts and average realized frequencies are close
we develop the concept of forecast hedging which consists of choosing the
forecasts so as to guarantee that the expected track record can only improve
this yields all the calibration results by the same simple basic argument while
differentiating between them by the forecasthedging tools used deterministic
and fixed point based versus stochastic and minimax based additional
contributions are an improved definition of continuous calibration ensuing
game dynamics that yield nash equilibria in the long run and a new calibrated
forecasting procedure for binary events that is simpler than all known such
procedures
",cs.GT,0.01176009924608304,0.02168764069639369
812.4279,"Noah D. Stein, Pablo A. Parrilo, Asuman Ozdaglar","correlated equilibria in continuous games characterization and
  computation",cs.GT,"  we present several new characterizations of correlated equilibria in games
with continuous utility functions these have the advantage of being more
computationally and analytically tractable than the standard definition in
terms of departure functions we use these characterizations to construct
effective algorithms for approximating a single correlated equilibrium or the
entire set of correlated equilibria of a game with polynomial utility
functions
",cs.GT,0.010715707208695685,0.022047123357906564
2410.02987,"Marcelo A. Pires, Erveton P. Pinto, Rone N. da Silva, S\'ilvio M.
  Duarte Queir\'os",parrondos effects with aperiodic protocols,physics.soc-ph cs.GT stat.AP,"  in this work we study the effectiveness of employing archetypal aperiodic
sequencing  namely fibonacci thuemorse and rudinsaphiro  on the
parrondian effect from a capital gain perspective our results show that these
series do yield a parrondos paradox with the thuemorse based strategy
outperforming not only the other two aperiodic strategies but benchmark
parrondian games with random and periodical aabbaabbldots switching as
well the least performing of the three aperiodic strategies is the
rudinshapiro to elucidate the underlying causes of these results we analyze
the crosscorrelation between the capital generated by the switching protocols
and that of the isolated losing games this analysis reveals that a pronounced
anticorrelation below 095 with both isolated games is typically required
to achieve a robust manifestation of parrondos effect we also study the
influence of the sequencing on the capital using the lacunarity and persistence
measures in general we observe that the switching protocols tend to become
less performing in terms of the capital as one increases the persistence and
thus approaches the features of an isolated losing game for the
loglacunarity a property related to heterogeneity we notice that for small
persistence less than 05 the performance increases with the lacunarity with
a maximum around 04 in respect of this our work shows that the optimisation
of a switching protocol is strongly dependent on a fine tune between
persistence and heterogeneity
",cs.GT,0.008706213461312529,0.017661217445388875
1809.02955,Marek Skarupski and Krzysztof Szajowski,full vs no information best choice game with finite horizon,math.OC cs.GT,"  let us consider two companies a and b both of them are interested in buying
a set of some goods the company a is a big corporation and it knows the actual
value of the good on the market and is able to observe the previous values of
them the company b has no information about the actual value of the good but
it can compare the actual position of the good on the market with the previous
position of the good offered both of the players want to choose the very best
object overall the recall is not allowed the number of the objects is fixed
and finite one can think about these two types of buyers a business customer
vs an individual customer the mathematical model of the competition between
them is presented and the solution is defined and constructed
",cs.GT,0.00981856711788923,0.019338276567890434
1110.4241,Marco Dall'Aglio and Camilla Di Luca,finding maxmin allocations in cooperative and competitive fair division,math.OC cs.GT math.PR,"  we consider upper and lower bounds for maxmin allocations of a completely
divisible good in both competitive and cooperative strategic contexts we then
derive a subgradient algorithm to compute the exact value up to any fixed
degree of precision
",cs.GT,0.00776375938226138,0.0199262886133829
906.2094,"Panayotis Mertikopoulos, Aris L. Moustakas","the emergence of rational behavior in the presence of stochastic
  perturbations",math.PR cs.GT,"  we study repeated games where players use an exponential learning scheme in
order to adapt to an everchanging environment if the games payoffs are
subject to random perturbations this scheme leads to a new stochastic version
of the replicator dynamics that is quite different from the aggregate shocks
approach of evolutionary game theory irrespective of the perturbations
magnitude we find that strategies which are dominated even iteratively
eventually become extinct and that the games strict nash equilibria are
stochastically asymptotically stable we complement our analysis by
illustrating these results in the case of congestion games
",cs.GT,0.011823847018592789,0.02203393653104611
math/0703902,"Constantinos Daskalakis, Alexandros G. Dimakis, Elchanan Mossel",connectivity and equilibrium in random games,math.PR cs.GT math.CO,"  we study how the structure of the interaction graph of a game affects the
existence of pure nash equilibria in particular for a fixed interaction
graph we are interested in whether there are pure nash equilibria arising when
random utility tables are assigned to the players we provide conditions for
the structure of the graph under which equilibria are likely to exist and
complementary conditions which make the existence of equilibria highly
unlikely our results have immediate implications for many deterministic graphs
and generalize known results for random games on the complete graph in
particular our results imply that the probability that bounded degree graphs
have pure nash equilibria is exponentially small in the size of the graph and
yield a simple algorithm that finds small nonexistence certificates for a large
family of graphs then we show that in any strongly connected graph of n
vertices with expansion 1omega1log2n the distribution of the number
of equilibria approaches the poisson distribution with parameter 1
asymptotically as n to infty
",cs.GT,0.014428112085051672,0.0253430592371795
1304.6116,Sergiu Hart and Noam Nisan,"selling multiple correlated goods revenue maximization and menusize
  complexity old title the menusize complexity of auctions",cs.GT econ.TH,"  we consider the well known and notoriously difficult problem of a single
revenuemaximizing seller selling two or more heterogeneous goods to a single
buyer whose private values for the goods are drawn from a possibly correlated
known distribution and whose valuation is additive over the goods we show
that when there are two or more goods simple mechanisms  such as selling
the goods separately or as a bundle  may yield only a negligible fraction of
the optimal revenue this resolves the open problem of briest chawla
kleinberg and weinberg jet 2015 who prove the result for at least three
goods in the related setup of a unitdemand buyer we also introduce the menu
size as a simple measure of the complexity of mechanisms and show that the
revenue may increase polynomially with menu size and that no bounded menu
size can ensure any positive fraction of the optimal revenue the menu size
also turns out to pin down the revenue properties of deterministic
mechanisms
",cs.GT,0.007310830120990593,0.01957909197253094
1407.221,Simon DeDeo,group minds and the case of wikipedia,q-bio.NC cs.GT cs.SI physics.soc-ph q-bio.PE,"  grouplevel cognitive states are widely observed in human social systems but
their discussion is often ruled out a priori in quantitative approaches in
this paper we show how reference to the irreducible mental states and
psychological dynamics of a group is necessary to make sense of large scale
social phenomena we introduce the problem of mental boundaries by reference to
a classic problem in the evolution of cooperation we then provide an explicit
quantitative example drawn from ongoing work on cooperation and conflict among
wikipedia editors showing how some but not all effects of individual
experience persist in the aggregate we show the limitations of methodological
individualism and the substantial benefits that come from being able to refer
to collective intentions and attributions of cognitive states of the form
what the group believes and what the group values
",cs.GT,0.012623892051492645,0.02036842129346458
2210.07152,Dean P. Foster and Sergiu Hart,smooth calibration leaky forecasts finite recall and nash dynamics,econ.TH cs.GT cs.LG math.ST stat.ML stat.TH,"  we propose to smooth out the calibration score which measures how good a
forecaster is by combining nearby forecasts while regular calibration can be
guaranteed only by randomized forecasting procedures we show that smooth
calibration can be guaranteed by deterministic procedures as a consequence it
does not matter if the forecasts are leaked ie made known in advance
smooth calibration can nevertheless be guaranteed while regular calibration
cannot moreover our procedure has finite recall is stationary and all
forecasts lie on a finite grid to construct the procedure we deal also with
the related setups of online linear regression and weak calibration finally
we show that smooth calibration yields uncoupled finitememory dynamics in
nperson games smooth calibrated learning in which the players play
approximate nash equilibria in almost all periods by contrast calibrated
learning which uses regular calibration yields only that the timeaverages of
play are approximate correlated equilibria
",cs.GT,0.0077019704806418725,0.021336537862135057
2309.02173,"Yue Zhong, Jinbo Wen, Junhong Zhang, Jiawen Kang, Yuna Jiang, Yang
  Zhang, Yanyu Cheng, and Yongju Tong","blockchainassisted twin migration for vehicular metaverses a game
  theory approach",cs.GT,"  as the fusion of automotive industry and metaverse vehicular metaverses
establish a bridge between the physical space and virtual space providing
intelligent transportation services through the integration of various
technologies such as extended reality and realtime rendering technologies to
offer immersive metaverse services for vehicular metaverse users vmus in
vehicular metaverses vmus update vehicle twins vts deployed in roadside
units rsus to obtain metaverse services however due to the mobility of
vehicles and the limited service coverage of rsus vt migration is necessary to
ensure continuous immersive experiences for vmus this process requires rsus to
contribute resources for enabling efficient migration which leads to a
resource trading problem between rsus and vmus moreover a single rsu cannot
support largescale vt migration to this end we propose a blockchainassisted
game approach framework for reliable vt migration in vehicular metaverses
based on the subject logic model we first calculate the reputation values of
rsus considering the freshness of interaction between rsus and vmus then a
coalition game based on the reputation values of rsus is formulated and rsu
coalitions are formed to jointly provide bandwidth resources for reliable and
largescale vt migration subsequently the rsu coalition with the highest
utility is selected finally to incentivize vmus to participate in vt
migration we propose a stackelberg model between the selected coalition and
vmus numerical results demonstrate the reliability and effectiveness of the
proposed schemes
",cs.GT,0.006788890424057805,0.016668084061829097
1204.1846,Sergiu Hart and Noam Nisan,approximate revenue maximization with multiple items,cs.GT econ.TH,"  maximizing the revenue from selling more than one good or item to a
single buyer is a notoriously difficult problem in stark contrast to the
onegood case for two goods we show that simple onedimensional mechanisms
such as selling the goods separately guarantee at least 73 of the optimal
revenue when the valuations of the two goods are independent and identically
distributed and at least 50 when they are independent for the case of
k2 independent goods we show that selling them separately guarantees at
least a clog2 k fraction of the optimal revenue and for independent and
identically distributed goods we show that selling them as one bundle
guarantees at least a clog k fraction of the optimal revenue additional
results compare the revenues from the two simple mechanisms of selling the
goods separately and bundled identify situations where bundling is optimal
and extend the analysis to multiple buyers
",cs.GT,0.005657824265579931,0.019554112471685973
1406.4248,"Hugo Gimbert, J\'er\^ome Renault, Sylvain Sorin, Xavier Venel,
  Wies{\l}aw Zielonka",on values of repeated games with signals,math.OC cs.GT,"  we study the existence of different notions of value in twoperson zerosum
repeated games where the state evolves and players receive signals we provide
some examples showing that the limsup value and the uniform value may not
exist in general then we show the existence of the value for any borel payoff
function if the players observe a public signal including the actions played
we also prove two other positive results without assumptions on the signaling
structure the existence of the sup value in any game and the existence of
the uniform value in recursive games with nonnegative payoffs
",cs.GT,0.011341845561102851,0.023011181119188994
1904.00672,"Leyang Xue, Peng Zhang, An Zeng",enhancing the longterm performance of recommender system,physics.soc-ph cs.HC cs.IR cs.SI,"  recommender system is a critically important tool in online commercial system
and provide users with personalized recommendation on items so far numerous
recommendation algorithms have been made to further improve the recommendation
performance in a singlestep recommendation while the longterm recommendation
performance is neglected in this paper we proposed an approach called
adjustment of recommendation list arl to enhance the longterm recommendation
accuracy in order to observe the longterm accuracy we developed an evolution
model of network to simulate the interaction between the recommender system and
users behaviour the result shows that not only longterm recommendation
accuracy can be enhanced significantly but the diversity of item in online
system maintains healthy notably an optimal parameter n of arl existed in
longterm recommendation indicating that there is a tradeoff between keeping
diversity of item and users preference to maximize the longterm
recommendation accuracy finally we confirmed that the optimal parameter n is
stable during evolving network which reveals the robustness of arl method
",cs.HC,0.007235658362984754,0.018386319232501256
2304.08693,"Siying Hu, Hen Chen Yen, Ziwei Yu, Mingjian Zhao, Katie Seaborn, Can
  Liu","wizundry a cooperative wizard of oz platform for simulating future
  speechbased interfaces with multiple wizards",cs.HC,"  wizard of oz woz as a prototyping method has been used to simulate
intelligent user interfaces particularly for speechbased systems however as
our societies expectations on artificial intelligence ai grows the question
remains whether a single wizard is sufficient for it to simulate smarter
systems and more complex interactions optimistic visions of what artificial
intelligence ai can do places demands on woz platforms to simulate smarter
systems and more complex interactions this raises the question of whether the
typical approach of employing a single wizard is sufficient moreover while
existing work has employed multiple wizards in woz studies a multiwizard
approach has not been systematically studied in terms of feasibility
effectiveness and challenges we offer wizundry a realtime webbased woz
platform that allows multiple wizards to collaboratively operate a
speechtotext based system remotely we outline the design and technical
specifications of our opensource platform which we iterated over two design
phases we report on two studies in which participantwizards were tasked with
negotiating how to cooperatively simulate an interface that can handle natural
speech for dictation and text editing as well as other intelligent text
processing tasks we offer qualitative findings on the multiwizard experience
for dyads and triads of wizards our findings reveal the promises and
challenges of the multiwizard approach and open up new research questions
",cs.HC,0.009558106154813452,0.01853215394297217
1401.5181,"Fahad Moazzam Dar, Umer Asgher, Daniyal Malik, Emmad Adil, Hassan
  Shahzad, Anees Ali","automation of prosthetic upper limbs for transhumeral amputees using
  switchcontrolled motors",cs.HC cs.RO,"  the issues of research required in the field of bio medical engineering and
externallypowered prostheses are attracting attention of regulatory bodies and
the common people in various parts of the globe today 90 percent of
prostheses used are conventional body powered cablecontrolled ones which are
very uncomfortable to the amputees as fairly large amount of forces and
excursions have to be generated by the amputee additionally its amount of
rotation is limited alternatively prosthetic limbs driven using electrical
motors might deliver added functionality and improved control accompanied by
better cosmesis howeverit could be bulky and costly presently existing
proposals usually require fewer bodily response and need additional upkeep than
the cable operated prosthetic limbs due to the motives mentioned proposal for
mechanization of bodypowered prostheses with ease of maintenance and cost in
mind is presented in this paper the prosthetic upper limb which is being
automated is for transhumeral type of amputees that is amputated from above
elbow the study consists of two main portions one is lifting mechanism of the
limb and the other is gripping mechanism for the hand using switch controls
which is the most cost effective and optimized solution rather than using
complex and expensive myoelectric control signals
",cs.HC,0.009010065428251076,0.01713440337984793
2103.07964,"Khanh-Duy Le, Tanh Quang Tran, Karol Chlasta, Krzysztof Krejtz, Morten
  Fjeld, Andreas Kunz","vxslate combining head movement and mobile touch for large virtual
  display interaction",cs.HC,"  virtual reality vr headsets can open opportunities for users to accomplish
complex tasks on large virtual displays using compact setups however
interacting with large virtual displays using existing interaction techniques
might cause fatigue especially for precise manipulations due to the lack of
physical surfaces we designed vxslate an interaction technique that uses a
large virtual display as an expansion of a tablet vxslate combines a users
headmovement as tracked by the vr headset and touch interaction on the
tablet the users headmovement position both a virtual representation of the
tablet and of the users hand on the large virtual display the users
multitouch interactions perform finelytuned content manipulations
",cs.HC,0.007182015612589599,0.01854033184314449
2304.11279,"Takane Ueno, Yeongdae Kim, Hiroki Oura, Katie Seaborn","trust and reliance in consensusbased explanations from an
  antimisinformation agent",cs.HC cs.AI cs.SI,"  the illusion of consensus occurs when people believe there is consensus
across multiple sources but the sources are the same and thus there is no
true consensus we explore this phenomenon in the context of an aibased
intelligent agent designed to augment metacognition on social media
misinformation especially on platforms like twitter is a global problem for
which there is currently no good solution as an explainable ai xai system
the agent provides explanations for its decisions on the misinformed nature of
social media content in this latebreaking study we explored the roles of
trust attitude and reliance behaviour as key elements of xai user
experience ux and whether these influenced the illusion of consensus
findings show no effect of trust but an effect of reliance on consensusbased
explanations this work may guide the design of antimisinformation systems
that use xai especially the usercentred design of explanations
",cs.HC,0.00737511983421926,0.018609128584255213
2304.11286,"Bonhee Ku, Tatsuya Itagaki, Katie Seaborn",disimmersion in mindfulness meditation with a wandering voice assistant,cs.HC cs.MM cs.SD eess.AS,"  mindfulness meditation is a validated means of helping people manage stress
voicebased virtual assistants vas in smart speakers smartphones and smart
environments can assist people in carrying out mindfulness meditation through
guided experiences however the common fixed location embodiment of vas makes
it difficult to provide intuitive support in this work we explored the novel
embodiment of a wandering voice that is colocated with the user and moves
with the task we developed a multispeaker va embedded in a yoga mat that
changes location along the body according to the meditation experience we
conducted a qualitative user study in two sessions comparing a typical fixed
smart speaker to the wandering va embodiment thick descriptions from
interviews with twelve people revealed sometimes simultaneous experiences of
immersion and disimmersion we offer design implications for wandering
voices and a new paradigm for va embodiment that may extend to guidance tasks
in other contexts
",cs.HC,0.005017010241221044,0.01681736695413408
1412.7977,"D.S. Reiss, J.J. Price and T.S. Evans",sculplexity sculptures of complexity using 3d printing,physics.ed-ph cs.HC math.HO physics.pop-ph physics.soc-ph,"  we show how to convert models of complex systems such as 2d cellular automata
into a 3d printed object our method takes into account the limitations
inherent to 3d printing processes and materials our approach automates the
greater part of this task bypassing the use of cad software and the need for
manual design as a proof of concept a physical object representing a modified
forest fire model was successfully printed automated conversion methods
similar to the ones developed here can be used to create objects for research
for demonstration and teaching for outreach or simply for aesthetic pleasure
as our outputs can be touched they may be particularly useful for those with
visual disabilities
",cs.HC,0.011393592365911467,0.019526069637348844
2304.10541,"Corrie Green, Dr Yang Jiang, Dr John Isaacs",modular 3d interface design for accessible vr applications,cs.HC,"  designed with an accessible first design approach the presented paper
describes how exploiting humans proprioception ability in 3d space can result
in a more natural interaction experience when using a 3d graphical user
interface in a virtual environment the modularity of the designed interface
empowers the user to decide where they want to place interface elements in 3d
space allowing for a highly customizable experience both in the context of the
player and the virtual space drawing inspiration from todays tangible
interfaces used such as those in aircraft cockpits a modular interface is
presented taking advantage of our natural understanding of interacting with 3d
objects and exploiting capabilities that otherwise have not been used in 2d
interaction additionally the designed interface supports multimodal input
mechanisms which also demonstrates the opportunity for the design to cross over
to augmented reality applications a focus group study was completed to better
understand the usability and constraints of the designed 3d gui
",cs.HC,0.011916940951666196,0.020909815672418265
1804.11247,"Shabnam Sadeghi Esfahlani, Tommy Thompson, Ali D. Parsa, Ian Brown,
  Silvia Cirstea","rehabgame a nonimmersive virtual reality rehabilitation system with
  applications in neuroscience",cs.HC,"  this paper proposes the use of a nonimmersive virtual reality rehabilitation
system rehabgame developed using microsoft kinect and the thalmic labs myo
gesture control armband the rehabgame was developed based on two thirdperson
video games that provide a feasible possibility of assessing postural control
and functional reach tests it accurately quantifies specific postural control
mechanisms including timed standing balance functional reach tests using
realtime anatomical landmark orientation joint velocity and acceleration
while end trajectories were calculated using an inverse kinematics algorithm
the game was designed to help patients with neurological impairment to be
subjected to physiotherapy activity and practice postures of daily activities
the subjective experience of the rehabgame was studied through the development
of an engagement questionnaire eq for qualitative quantitative and rasch
model the montecarlo tree search mcts and random object rog generator
algorithms were used to adapt the physical and gameplay intensity in the
rehabgame based on the motor assessment scale mas and hierarchical scoring
system hss rasch analysis was conducted to assess the psychometric
characteristics of the rehabgame and to identify if these are any misfitting
items in the game rasch rating scale model rsm was used to assess the
engagement of players in the rehabgame and evaluate the effectiveness and
attractiveness of the game the results showed that the scales assessing the
rehabilitation process met rasch expectations of reliability and
unidimensionality infit and outfit mean squares values are in the range of
068 152 for all considered 16 items the root mean square residual rmsr
and the person separation reliability were acceptable the itemperson map
showed that the persons and items were clustered symmetrically
",cs.HC,0.010429913922231061,0.017650069383121945
2009.09053,"Mahmood Jasim, Pooya Khaloo, Somin Wadhwa, Amy X. Zhang, Ali Sarvghad,
  Narges Mahyar","communityclick capturing and reporting community feedback from town
  halls to improve inclusivity",cs.HC,"  local governments still depend on traditional town halls for community
consultation despite problems such as a lack of inclusive participation for
attendees and difficulty for civic organizers to capture attendees feedback in
reports building on a formative study with 66 town hall attendees and 20
organizers we designed and developed communityclick a communitysourcing
system that captures attendees feedback in an inclusive manner and enables
organizers to author more comprehensive reports during the meeting in
addition to recording meeting audio to capture vocal attendees feedback we
modify iclickers to give voice to reticent attendees by allowing them to
provide realtime feedback beyond a binary signal this information then
automatically feeds into a meeting transcript augmented with attendees
feedback and organizers tags the augmented transcript along with a
feedbackweighted summary of the transcript generated from text analysis
methods is incorporated into an interactive authoring tool for organizers to
write reports from a field experiment at a town hall meeting we demonstrate
how communityclick can improve inclusivity by providing multiple avenues for
attendees to share opinions additionally interviews with eight expert
organizers demonstrate communityclicks utility in creating more comprehensive
and accurate reports to inform critical civic decisionmaking we discuss the
possibility of integrating communityclick with town hall meetings in the future
as well as expanding to other domains
",cs.HC,0.004975993922991989,0.016096882295195673
1804.03258,"Meghan Brennan, Sahil Puri, Tezcan Ozrazgat-Baslanti, Rajendra Bhat,
  Zheng Feng, Petar Momcilovic, Xiaolin Li, Daisy Zhe Wang, Azra Bihorac","comparing clinical judgment with mysurgeryrisk algorithm for
  preoperative risk assessment a pilot study",cs.HC,"  background major postoperative complications are associated with increased
short and longterm mortality increased healthcare cost and adverse longterm
consequences the large amount of data contained in the electronic health
record ehr creates barriers for physicians to recognize patients most at
risk we hypothesize if presented in an optimal format information from
datadriven predictive risk algorithms for postoperative complications can
improve physician risk assessment methods prospective nonrandomized
interventional pilot study of twenty perioperative physicians at a quarterly
academic medical center using 150 clinical cases we compared physicians risk
assessment before and after interaction with mysurgeryrisk a validated
machinelearning algorithm predicting preoperative risk for six major
postoperative complications using ehr data results the area under the curve
auc of mysurgeryrisk algorithm ranged between 073 and 085 and was
significantly higher than physicians risk assessments auc between 047 and
069 for all postoperative complications except cardiovascular complications
the auc for repeated physicians risk assessment improved by 2 to 5 for all
complications with the exception of thirtyday mortality physicians risk
assessment for acute kidney injury and intensive care unit admission longer
than 48 hours significantly improved after knowledge exchange resulting in net
reclassification improvement of 124 and 16 respectively conclusions the
validated mysurgeryrisk algorithm predicted postoperative complications with
equal or higher accuracy than pilot cohort of physicians using available
clinical preoperative data the interaction with algorithm significantly
improved physicians risk assessment
",cs.HC,0.007292239596478161,0.018091082444497922
